Gene1	Gene2	Chromosome1	Chromosome2	Breakpoint1	Breakpoint2	FusionStrand1	FusionStrand2	GeneStrand1	GeneStrand2	type	site1	site2	transcript_id1	transcript_id2	reading_frame	5p_role	3p_role
CACNB1	IQCF6	17	3	39183713	51773540	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000394303	.	out-of-frame	[]	[]
GAS6	ATP4B	13	13	113821065	113661288	-	-	-	.	deletion/read-through	exon	intergenic	ENST00000608763	.	.	[]	[]
GAS6	GRK1	13	13	113821065	113661288	-	-	-	.	deletion/read-through	exon	intergenic	ENST00000608763	.	.	[]	['Kinases']
C19orf47	PLD3	19	19	40348437	40366419	-	+	-	+	inversion	CDS/splice-site	5'UTR/splice-site	ENST00000582783	ENST00000409735	out-of-frame	[]	[]
C19orf47	PLD3	19	19	40348324	40365553	-	+	-	+	inversion	5'UTR/splice-site	5'UTR/splice-site	ENST00000392035	ENST00000598962	.	[]	[]
ZNF714	AC016813.1	19	8	21084069	38652902	+	-	+	.	translocation	5'UTR/splice-site	intergenic	ENST00000596053	.	.	[]	[]
ZNF714	RNF5P1	19	8	21084069	38652902	+	-	+	.	translocation	5'UTR/splice-site	intergenic	ENST00000596053	.	.	[]	[]
ADAM9	SIRLNT	8	8	39071403	40251514	+	+	+	.	deletion	CDS/splice-site	intergenic	ENST00000676765	.	out-of-frame	[]	[]
ADAM9	AC022733.1	8	8	39071403	40251514	+	+	+	.	deletion	CDS/splice-site	intergenic	ENST00000676765	.	out-of-frame	[]	[]
POLR3D	PIWIL2	8	8	22250941	22340416	+	+	+	+	deletion/read-through	3'UTR	intron	ENST00000306433	.	.	[]	[]
AC015688.4	LGALS9DP	17	17	27640777	27748319	+	+	+	+	deletion/read-through	3'UTR	exon	ENST00000584605	ENST00000580112	.	[]	[]
MGAT4D	CLGN	4	4	140451433	140423711	-	-	-	-	deletion/read-through	CDS	intron	ENST00000515354	.	out-of-frame	[]	[]
C19orf47	PLD3	19	19	40348437	40365553	-	+	-	+	inversion	CDS/splice-site	5'UTR/splice-site	ENST00000582783	ENST00000598962	out-of-frame	[]	[]
C19orf47	PLD3	19	19	40348437	40366384	-	+	-	+	inversion	CDS/splice-site	5'UTR/splice-site	ENST00000582783	ENST00000409587	out-of-frame	[]	[]
C19orf47	FMN2P1	19	X	40322028	26504086	-	+	-	+	translocation	CDS/splice-site	intron	ENST00000584868	ENST00000439323	.	[]	[]
NDUFS4	LINC02496	5	4	53646405	60570660	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000296684	.	out-of-frame	[]	[]
NDUFS4	AC097655.1	5	4	53646405	60570660	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000296684	.	out-of-frame	[]	[]
AC012254.2	ZBTB7C	18	18	47115132	48338398	-	-	-	-	duplication	3'UTR/splice-site	5'UTR/splice-site	ENST00000602459	ENST00000590800	.	[]	[]
SIRT1	RPL21P92	10	10	67891554	67778722	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000212015	.	out-of-frame	[]	[]
SIRT1	AKR1B10P1	10	10	67891554	67778722	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000212015	.	out-of-frame	[]	[]
CEP89	ADRB1	19	10	32899857	114022635	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000305768	.	out-of-frame	['Cancer']	[]
CEP89	NHLRC2	19	10	32899857	114022635	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000305768	.	out-of-frame	['Cancer']	[]
SUGCT	CDK13	7	7	40316855	39987599	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000335693	ENST00000181839	out-of-frame	[]	['Kinases']
RNF150	AC010266.1	4	5	141132325	6023109	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000515673	.	out-of-frame	[]	[]
RNF150	AC010266.2	4	5	141132325	6023109	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000515673	.	out-of-frame	[]	[]
GPR158	GPN3P1	10	10	25460044	25635075	+	+	+	.	deletion/read-through	intron	intergenic	ENST00000650135	.	.	[]	[]
SNAPC2	AC010336.2	19	19	7922347	7919432	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000221573	.	out-of-frame	[]	[]
WRAP53	LINC00670	17	17	7689701	12549960	+	+	+	+	deletion	CDS/splice-site	exon/splice-site	ENST00000431639	ENST00000660226	out-of-frame	[]	[]
TPTE	BAGE2	21	21	10527412	10454134	+	+	+	+	duplication	5'UTR/splice-site	exon/splice-site	ENST00000622113	ENST00000470054	.	[]	[]
SPTBN4	ADRB1	19	10	40472790	113940391	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000352632	.	out-of-frame	[]	[]
SPTBN4	NHLRC2	19	10	40472790	113940391	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000352632	.	out-of-frame	[]	[]
SASH1	RPSAP40	6	6	148540546	148642183	+	+	+	.	deletion/read-through	CDS	intergenic	ENST00000367467	.	stop-codon	[]	[]
SASH1	SNRPEP6	6	6	148540546	148642183	+	+	+	.	deletion/read-through	CDS	intergenic	ENST00000367467	.	stop-codon	[]	[]
NAALADL2	AC104640.1	3	3	175805171	175846376	+	+	+	.	deletion/read-through	3'UTR	intergenic	ENST00000454872	.	.	[]	[]
TPTE	BAGE2	21	21	10552716	10454134	+	+	+	+	duplication	CDS/splice-site	exon/splice-site	ENST00000622113	ENST00000470054	out-of-frame	[]	[]
TPTE	BAGE2	21	21	10542448	10454134	+	+	+	+	duplication	CDS/splice-site	exon/splice-site	ENST00000622113	ENST00000470054	out-of-frame	[]	[]
C19orf47	PLD3	19	19	40348437	40365553	-	+	-	+	inversion	CDS/splice-site	5'UTR/splice-site	ENST00000582783	ENST00000356508	out-of-frame	[]	[]
AL161637.1	FAM183A	1	1	43092066	43150761	+	+	+	+	deletion/read-through	intergenic	CDS/splice-site	.	ENST00000409337	.	[]	[]
U6	FAM183A	1	1	43092066	43150761	+	+	+	+	deletion/read-through	intergenic	CDS/splice-site	.	ENST00000409337	.	[]	[]
BSND	PCSK9	1	1	55025150	55052278	+	+	+	+	deletion/read-through	intergenic	CDS/splice-site	.	ENST00000302118	.	[]	[]
RP1L1	PRSS51	8	8	10573652	10498808	-	-	-	-	deletion/read-through	intergenic	CDS/splice-site	.	ENST00000637190	.	[]	[]
SYPL1P1	GPR149	3	3	154643086	154427708	-	-	-	-	deletion/read-through	intergenic	CDS/splice-site	.	ENST00000389740	.	[]	[]
AC092994.1	GPR149	3	3	154643086	154427708	-	-	-	-	deletion/read-through	intergenic	CDS/splice-site	.	ENST00000389740	.	[]	[]
C19orf47	AC118344.2	19	19	40344462	40356952	-	+	-	+	inversion	intron	exon	.	ENST00000622968	.	[]	[]
C19orf47	PLD3	19	19	40348324	40365718	-	+	-	+	inversion	5'UTR/splice-site	5'UTR/splice-site	ENST00000392035	ENST00000409587	.	[]	[]
NACAP6	MARCHF11	5	5	16335408	16180725	-	-	-	-	deletion/read-through	intergenic	exon	.	ENST00000505509	.	[]	[]
SERPINI2	ZBBX	3	3	167433602	167380405	-	-	-	-	deletion/read-through	intergenic	5'UTR/splice-site	.	ENST00000674903	.	[]	[]
LINC02150	MARCHF11	5	5	16335408	16180725	-	-	-	-	deletion/read-through	intergenic	exon	.	ENST00000505509	.	[]	[]
UNC93B1	TCIRG1	11	11	67997308	68041779	-	+	-	+	inversion	intron	CDS	.	ENST00000265686	.	[]	[]
TPTE	BAGE2	21	21	10569746	10454134	+	+	+	+	duplication	CDS/splice-site	exon/splice-site	ENST00000622113	ENST00000470054	out-of-frame	[]	[]
C19orf47	PLD3	19	19	40348324	40365718	-	+	-	+	inversion	5'UTR/splice-site	5'UTR/splice-site	ENST00000392035	ENST00000409735	.	[]	[]
ADAM9	SIRLNT	8	8	39075826	40251415	+	+	+	.	deletion	exon	intergenic	ENST00000484143	.	.	[]	[]
ADAM9	AC022733.1	8	8	39075826	40251415	+	+	+	.	deletion	exon	intergenic	ENST00000484143	.	.	[]	[]
BAG4	AC010857.1	8	8	38177139	40493875	+	+	+	.	deletion	CDS/splice-site	intergenic	ENST00000287322	.	out-of-frame	[]	[]
BAG4	AC105999.1	8	8	38177139	40493875	+	+	+	.	deletion	CDS/splice-site	intergenic	ENST00000287322	.	out-of-frame	[]	[]
TPTE	BAGE2	21	21	10543382	10454134	+	+	+	+	duplication	CDS/splice-site	exon/splice-site	ENST00000618007	ENST00000470054	out-of-frame	[]	[]
SASH1	SNRPEP6	6	6	148540546	148642183	+	+	+	.	deletion/read-through	CDS	intergenic	ENST00000367467	.	out-of-frame	[]	[]
SASH1	RPSAP40	6	6	148540546	148642183	+	+	+	.	deletion/read-through	CDS	intergenic	ENST00000367467	.	out-of-frame	[]	[]
AC134878.2	NTRK2	Y	9	11212744	84867243	-	+	-	+	translocation	exon/splice-site	CDS/splice-site	ENST00000652671	ENST00000376213	.	[]	['Actionable', 'Kinases', 'Cancer']
FBXO16	INTS9	8	8	28351734	28867596	-	-	-	-	duplication	3'UTR	intron	ENST00000521548	.	.	[]	[]
FBXO16	INTS9	8	8	28352573	28859563	-	-	-	-	duplication	3'UTR/splice-site	CDS/splice-site	ENST00000521548	ENST00000416984	.	[]	[]
ZNF395	INTS9	8	8	28351734	28867596	-	-	-	-	duplication	CDS	intron	ENST00000344423	.	stop-codon	[]	[]
AL137803.1	SLC44A5	1	1	75659675	75339630	-	-	-	-	deletion/read-through	intron	CDS/splice-site	.	ENST00000370859	.	[]	[]
RP1L1	PRSS51	8	8	10573652	10498808	-	-	-	-	deletion/read-through	intergenic	CDS/splice-site	.	ENST00000636217	.	[]	[]
SERPINI2	ZBBX	3	3	167433602	167380405	-	-	-	-	deletion/read-through	intergenic	5'UTR/splice-site	.	ENST00000473888	.	[]	[]
AL162384.1	IL33	9	9	6023541	6241684	+	+	+	+	deletion/read-through	intergenic	5'UTR/splice-site	.	ENST00000417746	.	[]	[]
LINC00173	SOX13	12	1	116535221	204115478	+	+	+	+	translocation	exon	intron	ENST00000480237	.	.	[]	[]
SPON1	RRAS2	11	11	13982953	14392653	+	+	+	.	deletion	CDS/splice-site	intergenic	ENST00000576479	.	out-of-frame	[]	[]
SPON1	AC018523.1	11	11	13982953	14392653	+	+	+	.	deletion	CDS/splice-site	intergenic	ENST00000576479	.	out-of-frame	[]	[]
KIAA0100	AC129926.1	17	17	28631820	27273802	-	-	-	.	deletion	CDS/splice-site	intergenic	ENST00000528896	.	out-of-frame	[]	[]
KIAA0100	RPL34P31	17	17	28631820	27273802	-	-	-	.	deletion	CDS/splice-site	intergenic	ENST00000528896	.	out-of-frame	[]	[]
CACNA1E	AC090589.1	1	11	181651441	47191956	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000524607	.	out-of-frame	[]	[]
CACNA1E	DDB2	1	11	181651441	47191956	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000524607	.	out-of-frame	[]	['Cancer', 'Tumour Suppressor']
UVRAG	LINC01036	11	1	76141921	187705254	+	+	+	.	translocation	3'UTR	intergenic	ENST00000356136	.	.	[]	[]
UVRAG	SLC4A1APP2	11	1	76141921	187705254	+	+	+	.	translocation	3'UTR	intergenic	ENST00000356136	.	.	[]	[]
CALM1	LINC00642	14	14	90400095	90458596	+	+	+	+	deletion/read-through	CDS/splice-site	exon/splice-site	ENST00000356978	ENST00000653766	out-of-frame	[]	[]
CALM1	LINC00642	14	14	90400095	90476218	+	+	+	+	deletion/read-through	CDS/splice-site	exon/splice-site	ENST00000356978	ENST00000668126	out-of-frame	[]	[]
NR1H3	OLFM3	11	1	47262018	102125831	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000405576	.	out-of-frame	[]	[]
NR1H3	AC114485.1	11	1	47262018	102125831	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000405576	.	out-of-frame	[]	[]
AC084834.1	XKR4	8	8	55080811	55082926	-	-	-	.	duplication	exon/splice-site	intergenic	ENST00000671242	.	.	[]	[]
RPL19P11	CIDEA	5	18	30896279	12262825	+	+	+	+	translocation	intergenic	CDS/splice-site	.	ENST00000320477	.	[]	[]
AL157392.3	AL157392.5	10	10	13648230	13637997	+	+	+	+	duplication	exon/splice-site	3'UTR/splice-site	ENST00000615691	ENST00000595538	.	[]	[]
TNNI3K	FPGT	1	1	74236210	74233368	+	+	+	+	duplication	CDS/splice-site	exon/splice-site	ENST00000326637	ENST00000524915	stop-codon	['Kinases']	[]
MKRN7P	ZNF334	20	20	46474501	46496952	-	-	-	.	duplication	exon/splice-site	intergenic	ENST00000640520	.	.	[]	[]
NR1H3	OLFM3	11	1	47262018	102125831	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000616973	.	out-of-frame	[]	[]
NR1H3	AC114485.1	11	1	47262018	102125831	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000616973	.	out-of-frame	[]	[]
TIAM2	AL096803.2	6	1	155090379	186612182	+	-	+	.	translocation	5'UTR/splice-site	intergenic	ENST00000545347	.	.	[]	[]
TIAM2	AL049198.1	6	1	155090379	186612182	+	-	+	.	translocation	5'UTR/splice-site	intergenic	ENST00000545347	.	.	[]	[]
LDLRAD4	LINC01776	18	1	13278633	98539523	+	+	+	.	translocation	exon/splice-site	intergenic	ENST00000399848	.	.	[]	[]
LDLRAD4	AC095031.1	18	1	13278633	98539523	+	+	+	.	translocation	exon/splice-site	intergenic	ENST00000399848	.	.	[]	[]
NR1H3	AC114485.1	11	1	47262018	102125831	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000481889	.	out-of-frame	[]	[]
NR1H3	OLFM3	11	1	47262018	102125831	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000481889	.	out-of-frame	[]	[]
WIPF2	TOP2A	17	17	40283050	40406918	+	-	+	-	inversion	3'UTR	CDS	ENST00000323571	ENST00000423485	.	[]	[]
TMTC1	AC124254.2	12	18	29500955	77432570	-	+	-	+	translocation	3'UTR	intron	ENST00000256062	.	.	[]	[]
LRRC49	UACA	15	15	70919193	70646103	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000544974	.	out-of-frame	[]	[]
LRRC49	SALRNA2	15	15	70919193	70646103	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000544974	.	out-of-frame	[]	[]
SCAI	TOPORSLP	9	9	125055876	104322974	-	-	-	.	deletion	CDS/splice-site	intergenic	ENST00000336505	.	out-of-frame	[]	[]
SCAI	AL512646.1	9	9	125055876	104322974	-	-	-	.	deletion	CDS/splice-site	intergenic	ENST00000336505	.	out-of-frame	[]	[]
MED27	AL354897.2	9	9	132014337	85298554	-	-	-	.	deletion	CDS/splice-site	intergenic	ENST00000651950	.	out-of-frame	[]	[]
MED27	AL583827.1	9	9	132014337	85298554	-	-	-	.	deletion	CDS/splice-site	intergenic	ENST00000651950	.	out-of-frame	[]	[]
ZMYND8	LINC01754	20	20	47347856	47406923	-	-	-	-	duplication	CDS/splice-site	intron	ENST00000446994	ENST00000437920	out-of-frame	[]	[]
PTPN12	SCHLAP1	7	2	77537645	180827241	+	+	+	+	translocation	CDS/splice-site	exon/splice-site	ENST00000248594	ENST00000629145	out-of-frame	[]	[]
PTPN12	SCHLAP1	7	2	77556453	180751783	+	+	+	+	translocation	intron	intron	.	.	.	[]	[]
POTEF	RP9P	2	7	130088005	32907359	-	+	-	.	translocation	intron	intergenic	ENST00000409914	.	out-of-frame	[]	[]
POTEF	KBTBD2	2	7	130088005	32907359	-	+	-	.	translocation	intron	intergenic	ENST00000409914	.	out-of-frame	[]	[]
FARSB	AC062039.1	2	2	222599920	192278436	-	-	-	.	deletion	intron	intergenic	ENST00000281828	.	out-of-frame	[]	[]
FARSB	TMEFF2	2	2	222599920	192278436	-	-	-	.	deletion	intron	intergenic	ENST00000281828	.	out-of-frame	[]	[]
ASPH	BCLAF1P2	8	16	61502720	34229764	-	-	-	.	translocation	3'UTR	intergenic	ENST00000379454	.	.	[]	[]
ASPH	RNA5-8SP2	8	16	61502720	34229764	-	-	-	.	translocation	3'UTR	intergenic	ENST00000379454	.	.	[]	[]
SETP15	GRPR	X	X	16048035	16150305	+	+	+	+	deletion/read-through	intergenic	CDS/splice-site	.	ENST00000380289	.	[]	[]
MAEA	LINC02496	4	4	1327703	60609037	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000303400	.	out-of-frame	[]	[]
SNX5	RNU6-192P	20	20	17961315	17905588	-	-	-	.	deletion/read-through	exon	intergenic	ENST00000483485	.	.	[]	[]
RIT1	AC100775.1	1	18	155904390	57084834	-	-	-	.	translocation	CDS	intergenic	ENST00000368323	.	out-of-frame	[]	[]
RIT1	LINC-ROR	1	18	155904390	57084834	-	-	-	.	translocation	CDS	intergenic	ENST00000368323	.	out-of-frame	[]	[]
SMURF1	AC092666.1	7	7	99143726	150062055	-	+	-	+	inversion	CDS/splice-site	exon/splice-site	ENST00000361368	ENST00000668040	out-of-frame	[]	[]
NOL4L	AL035661.1	20	20	32486696	24866363	-	-	-	.	deletion	CDS/splice-site	intergenic	ENST00000201961	.	.	[]	[]
NOL4L	AL049594.1	20	20	32486696	24866363	-	-	-	.	deletion	CDS/splice-site	intergenic	ENST00000201961	.	.	[]	[]
RNF168	CPB1	3	3	196475231	148812249	-	+	-	+	inversion	CDS/splice-site	intron	ENST00000318037	ENST00000491148	out-of-frame	[]	[]
MAEA	AC097655.1	4	4	1327703	60609037	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000303400	.	out-of-frame	[]	[]
SLC9A1	VAPB	1	20	27106260	58391598	-	+	-	+	translocation	intron	intron	.	.	.	[]	[]
SLC9A1	VAPB	1	20	27107648	58418211	-	+	-	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000263980	ENST00000475243	in-frame	[]	[]
VAPB	SLC9A1	20	1	58390340	27106087	+	-	+	-	translocation	exon/splice-site	CDS/splice-site	ENST00000265619	ENST00000263980	.	[]	[]
CIT	RNU6-99P	12	11	119850174	39245062	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000392521	.	out-of-frame	['Kinases']	[]
CIT	AC021723.1	12	11	119850174	39245062	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000392521	.	out-of-frame	['Kinases']	[]
WASH6P	AL135929.1	X	1	156024875	157656396	+	+	+	.	translocation	exon	intergenic	ENST00000461007	.	.	[]	[]
PIK3CB	GMNC	3	3	138796463	191120939	-	-	-	.	duplication	5'UTR/splice-site	intergenic	ENST00000674063	.	.	['Cancer']	[]
IFI44L	ADGRL4	1	1	78643164	78838435	+	+	+	.	deletion/read-through	3'UTR	intergenic	ENST00000370751	.	.	[]	[]
IFI44L	AC104837.1	1	1	78643164	78838435	+	+	+	.	deletion/read-through	3'UTR	intergenic	ENST00000370751	.	.	[]	[]
WASH6P	FCRL3	X	1	156024875	157656396	+	+	+	.	translocation	exon	intergenic	ENST00000461007	.	.	[]	[]
NBDY	XIST	X	X	56732199	73837503	+	-	+	-	inversion	3'UTR/splice-site	exon/splice-site	ENST00000374922	ENST00000650637	.	[]	[]
DHPS	FP236383.3	19	21	12679457	8405960	-	+	-	+	translocation	CDS/splice-site	exon/splice-site	ENST00000210060	ENST00000623860	out-of-frame	[]	[]
PIK3CB	OSTN	3	3	138796463	191120939	-	-	-	.	duplication	5'UTR/splice-site	intergenic	ENST00000674063	.	.	['Cancer']	[]
USP42	FAM220A	7	7	6150506	6276828	+	+	+	.	deletion/read-through	CDS/splice-site	intergenic	ENST00000306177	.	out-of-frame	[]	[]
USP42	CYTH3	7	7	6150506	6276828	+	+	+	.	deletion/read-through	CDS/splice-site	intergenic	ENST00000306177	.	out-of-frame	[]	[]
AC015688.4	LGALS9DP	17	17	27640772	27748320	+	+	+	+	deletion/read-through	3'UTR	exon	ENST00000584605	ENST00000580112	.	[]	[]
IFI44L	AC104837.1	1	1	78643160	78838433	+	+	+	.	deletion/read-through	3'UTR	intergenic	ENST00000370751	.	.	[]	[]
IFI44L	ADGRL4	1	1	78643160	78838433	+	+	+	.	deletion/read-through	3'UTR	intergenic	ENST00000370751	.	.	[]	[]
PTOV1	AP2A1	19	19	49856491	49796800	+	+	+	+	duplication	exon	exon	ENST00000597793	ENST00000600199	.	[]	[]
TNFAIP1	NLK	17	17	28346671	28151375	+	+	+	+	duplication	3'UTR	intron	ENST00000226225	.	.	[]	['Kinases']
HSPA4	AC139493.2	5	5	133075168	176199425	+	-	+	.	inversion	intron	intergenic	ENST00000304858	.	out-of-frame	[]	[]
AC026336.2	PIWIL1	12	12	130255779	130342580	+	+	+	+	deletion/read-through	intron	5'UTR/splice-site	.	ENST00000245255	.	[]	[]
HSPA4	AC139493.1	5	5	133075168	176199425	+	-	+	.	inversion	intron	intergenic	ENST00000304858	.	out-of-frame	[]	[]
SLC30A7	AC004464.1	1	2	100921841	200010896	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000370112	.	out-of-frame	[]	[]
NFYA	APOBEC2	6	6	41079164	41061328	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000341376	ENST00000244669	out-of-frame	[]	[]
SLC30A7	MAIP1	1	2	100921841	200010896	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000370112	.	out-of-frame	[]	[]
MERTK	LINC01186	2	X	112010066	46188491	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000295408	.	out-of-frame	['Kinases']	[]
BCL2L13	RNU6-99P	22	11	17702386	39806975	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000418951	.	out-of-frame	[]	[]
QSER1	AC107973.1	11	11	32958086	29745076	+	+	+	+	duplication	CDS/splice-site	intron	ENST00000650167	ENST00000530249	out-of-frame	[]	[]
SNX6	LINC02326	14	14	34579126	29043979	-	-	-	-	deletion	intron	intron	.	.	.	[]	[]
TFCP2	CAT	12	11	51116315	34431771	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000257915	.	out-of-frame	[]	[]
TFCP2	CIR1P3	12	11	51116315	34431771	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000257915	.	out-of-frame	[]	[]
QSER1	PDZRN4	11	12	32949927	41384574	+	+	+	+	translocation	intron	intron	.	.	.	[]	[]
WASHC2C	LINC02726	10	11	45769618	23730311	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000374362	.	out-of-frame	[]	[]
WASHC2C	AC068472.1	10	11	45769618	23730311	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000374362	.	out-of-frame	[]	[]
BCL2L13	AC021749.1	22	11	17702386	39806975	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000418951	.	out-of-frame	[]	[]
BCL2L13	AC021749.1	22	11	17702386	39806975	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000618481	.	out-of-frame	[]	[]
BCL2L13	RNU6-99P	22	11	17702386	39806975	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000618481	.	out-of-frame	[]	[]
QSER1	AC107973.1	11	11	32958086	29764145	+	+	+	+	duplication	CDS/splice-site	intron	ENST00000650167	ENST00000530249	out-of-frame	[]	[]
AC024230.1	SLIT2	4	4	19533618	20177958	+	+	+	.	deletion	exon/splice-site	intergenic	ENST00000511431	.	.	[]	[]
FAM13B	RNA5SP193	5	5	137945902	136900582	-	+	-	.	inversion	CDS/splice-site	intergenic	ENST00000033079	.	out-of-frame	[]	[]
FAM13B	ANKRD49P3	5	5	137945902	136900582	-	+	-	.	inversion	CDS/splice-site	intergenic	ENST00000033079	.	out-of-frame	[]	[]
NSUN4	UGT2A3	1	4	46361696	68932759	+	-	+	-	translocation	CDS	CDS/splice-site	ENST00000474844	ENST00000251566	in-frame	[]	[]
RNA5SP199	NR3C1	5	5	155728990	143314168	+	-	+	-	inversion	intergenic	CDS/splice-site	.	ENST00000343796	.	[]	[]
AC008725.1	NR3C1	5	5	155728990	143314168	+	-	+	-	inversion	intergenic	CDS/splice-site	.	ENST00000343796	.	[]	[]
HSPA4	AC139493.2	5	5	133075168	176199425	+	-	+	-	inversion	intron	intergenic	ENST00000304858	ENST00000508056	out-of-frame	[]	[]
AC015688.4	LGALS9DP	17	17	27640757	27748314	+	+	+	+	deletion/read-through	3'UTR	exon	ENST00000584605	ENST00000580112	.	[]	[]
ZNF3	AZGP1P1	7	7	100079536	99980257	-	-	-	.	deletion/read-through	5'UTR/splice-site	intergenic	ENST00000413658	.	.	[]	[]
ZNF3	AC004522.4	7	7	100079536	99980257	-	-	-	.	deletion/read-through	5'UTR/splice-site	intergenic	ENST00000413658	.	.	[]	[]
ZNF3	GJC3	7	7	100079536	99929621	-	-	-	-	deletion/read-through	5'UTR/splice-site	intergenic	ENST00000413658	ENST00000312891	.	[]	[]
AP000860.1	DEFB115	11	20	73640706	30816582	+	+	+	.	translocation	exon	intergenic	ENST00000605250	.	.	[]	[]
NIPSNAP1	RFPL1S	22	22	29569193	29456806	-	-	-	-	deletion/read-through	CDS/splice-site	intron	ENST00000216121	.	out-of-frame	[]	[]
HSDL2	C9orf147	9	9	112409021	112410013	+	-	+	-	inversion	CDS/splice-site	exon/splice-site	ENST00000398805	ENST00000656504	out-of-frame	[]	[]
C9orf147	HSDL2	9	9	112409922	112403995	-	+	-	+	inversion	exon/splice-site	CDS/splice-site	ENST00000656504	ENST00000398803	.	[]	[]
RASSF9	AC079598.4	12	12	85804607	87361169	-	-	-	.	duplication	3'UTR	intergenic	ENST00000361228	.	stop-codon	[]	[]
RASSF9	RPL23AP68	12	12	85804607	87361169	-	-	-	.	duplication	3'UTR	intergenic	ENST00000361228	.	stop-codon	[]	[]
CDKAL1	AL589647.1	6	6	21000372	18791979	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000274695	.	out-of-frame	[]	[]
CASTOR2	AP001284.1	7	11	74965098	80201358	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000616305	.	out-of-frame	[]	[]
CASTOR2	AP006295.1	7	11	74965098	80201358	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000616305	.	out-of-frame	[]	[]
MKLN1	AL356157.1	7	10	131375493	44685864	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000352689	.	out-of-frame	[]	[]
MKLN1	TMEM72-AS1	7	10	131375493	44685864	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000352689	.	out-of-frame	[]	[]
CDKAL1	CASC15	6	6	20955585	22654704	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000274695	.	out-of-frame	[]	[]
CDKAL1	AL033539.2	6	6	20955585	22654704	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000274695	.	out-of-frame	[]	[]
